reference	query	C	I_local	I_global
AS1038_contig00048_len4613	CP028191.1	0.4662269729360928	0.9521951219512195	0.44393904935183076
AS1038_contig00048_len4613	NC_005564.1	0.46668182851944506	0.9507797270955166	0.44371162156015465
AS1309_contig00012_len4636	AS0296_contig00045_len4673	1.0	1.0	1.0
AS1309_contig00012_len4636	AS0305_contig00044_len4636	1.0	1.0	1.0
AS1309_contig00012_len4636	AS0554_contig00071_len4508	0.820097604259095	0.9445903361344538	0.7746562716701587
AS1309_contig00012_len4636	AS0565_contig00044_len4636	1.0	1.0	1.0
AS1309_contig00012_len4636	AS0567_contig00042_len4648	0.976118760757315	0.9851549053356282	0.9616281853502033
AS1309_contig00012_len4636	AS1038_contig00048_len4613	0.48319965315412966	0.9380888290713324	0.45328419683503146
AS1309_contig00012_len4636	AS1309_contig00012_len4636	1.0	1.0	1.0
AS1309_contig00012_len4636	AS1310_contig00044_len4636	1.0	1.0	1.0
AS1309_contig00012_len4636	AS1311_contig00045_len4636	1.0	1.0	1.0
AS1309_contig00012_len4636	AS1351_contig00029_len4657_rep7a_4_repD	0.5520721494524372	0.9008168028004667	0.49731586858492594
AS1309_contig00012_len4636	CP028191.1	0.8155560609506481	0.9437381660806059	0.7696713812974876
AS1309_contig00012_len4636	NC_005564.1	0.8160109165340005	0.9424168694241687	0.7690224533759193
AS1310_contig00044_len4636	AS0296_contig00045_len4673	1.0	1.0	1.0
AS1310_contig00044_len4636	AS0305_contig00044_len4636	1.0	1.0	1.0
AS1310_contig00044_len4636	AS0554_contig00071_len4508	0.820097604259095	0.9390436153441933	0.7701074192385721
AS1310_contig00044_len4636	AS0565_contig00044_len4636	1.0	1.0	1.0
AS1310_contig00044_len4636	AS0567_contig00042_len4648	0.9748278829604131	0.9876406974177886	0.9627796901893289
AS1310_contig00044_len4636	AS1038_contig00048_len4613	0.4818989811402558	0.9428699955015745	0.4543680901799263
AS1310_contig00044_len4636	AS1309_contig00012_len4636	1.0	1.0	1.0
AS1310_contig00044_len4636	AS1310_contig00044_len4636	1.0	1.0	1.0
AS1310_contig00044_len4636	AS1311_contig00045_len4636	1.0	1.0	1.0
AS1310_contig00044_len4636	AS1351_contig00029_len4657_rep7a_4_repD	0.5520721494524372	0.9042117033171823	0.4991900986103663
AS1310_contig00044_len4636	CP028191.1	0.8155560609506481	0.9380243572395128	0.7650114498660207
AS1310_contig00044_len4636	NC_005564.1	0.8160109165340005	0.9364521362898864	0.7641551660241329
AS1311_contig00045_len4636	AS0296_contig00045_len4673	1.0	1.0	1.0
AS1311_contig00045_len4636	AS0305_contig00044_len4636	1.0	1.0	1.0
AS1311_contig00045_len4636	AS0554_contig00071_len4508	0.820097604259095	0.9443254817987152	0.7744390652639419
AS1311_contig00045_len4636	AS0565_contig00044_len4636	1.0	1.0	1.0
AS1311_contig00045_len4636	AS0567_contig00042_len4648	0.9604130808950087	0.9919354838709677	0.9526678141135972
AS1311_contig00045_len4636	AS1038_contig00048_len4613	0.4673748103186646	0.9503710575139147	0.44417949273791457
AS1311_contig00045_len4636	AS1309_contig00012_len4636	1.0	1.0	1.0
AS1311_contig00045_len4636	AS1310_contig00044_len4636	1.0	1.0	1.0
AS1311_contig00045_len4636	AS1311_contig00045_len4636	1.0	1.0	1.0
AS1311_contig00045_len4636	AS1351_contig00029_len4657_rep7a_4_repD	0.5520721494524372	0.903838986209467	0.49898433187557223
AS1311_contig00045_len4636	CP028191.1	0.8155560609506481	0.9434482758620689	0.7694349595727494
AS1311_contig00045_len4636	NC_005564.1	0.8160109165340005	0.9418412348401323	0.7685527292714112
AS1351_contig00029_len4657_rep7a_4_repD	AS0296_contig00045_len4673	0.5515530629853321	0.9002737583105201	0.496548748921484
AS1351_contig00029_len4657_rep7a_4_repD	AS0305_contig00044_len4636	0.5515530629853321	0.9002737583105201	0.496548748921484
AS1351_contig00029_len4657_rep7a_4_repD	AS0554_contig00071_len4508	0.6508429458740018	0.8738922972051807	0.5687666370896185
AS1351_contig00029_len4657_rep7a_4_repD	AS0565_contig00044_len4636	0.5754961173425367	0.9032983508245878	0.5198446937014668
AS1351_contig00029_len4657_rep7a_4_repD	AS0567_contig00042_len4648	0.5755163511187608	0.8885981308411215	0.5114027538726333
AS1351_contig00029_len4657_rep7a_4_repD	AS1038_contig00048_len4613	0.4463472794277043	0.8902379796017484	0.39735530023845655
AS1351_contig00029_len4657_rep7a_4_repD	AS1309_contig00012_len4636	0.5515530629853321	0.9002737583105201	0.496548748921484
AS1351_contig00029_len4657_rep7a_4_repD	AS1310_contig00044_len4636	0.5754961173425367	0.9036731634182908	0.5200603968938741
AS1351_contig00029_len4657_rep7a_4_repD	AS1311_contig00045_len4636	0.5754961173425367	0.9032983508245878	0.5198446937014668
AS1351_contig00029_len4657_rep7a_4_repD	AS1351_contig00029_len4657_rep7a_4_repD	1.0	1.0	1.0
AS1351_contig00029_len4657_rep7a_4_repD	CP028191.1	0.646577211735274	0.8772423496306718	0.5672049124403002
AS1351_contig00029_len4657_rep7a_4_repD	NC_005564.1	0.646577211735274	0.8754836440379881	0.5660677734819195
CP028191.1	AS0296_contig00045_len4673	0.7670405522001725	0.9426321709786277	0.723037100949094
CP028191.1	AS0305_contig00044_len4636	0.7670405522001725	0.9426321709786277	0.723037100949094
CP028191.1	AS0554_contig00071_len4508	1.0	1.0	1.0
CP028191.1	AS0565_contig00044_len4636	0.7830025884383088	0.9435261707988981	0.7387834339948232
CP028191.1	AS0567_contig00042_len4648	0.7882960413080895	0.9544213973799127	0.7523666092943202
CP028191.1	AS1038_contig00048_len4613	0.4448298287448515	0.9522417153996101	0.42358551918491216
CP028191.1	AS1309_contig00012_len4636	0.7909836065573771	0.9432778838287429	0.7461173425366696
CP028191.1	AS1310_contig00044_len4636	0.790120793787748	0.9374829374829374	0.7407247627264882
CP028191.1	AS1311_contig00045_len4636	0.7754529767040552	0.9429763560500696	0.7312338222605694
CP028191.1	AS1351_contig00029_len4657_rep7a_4_repD	0.6117672321236848	0.8775008775008775	0.5368262830148164
CP028191.1	CP028191.1	1.0	1.0	1.0
CP028191.1	NC_005564.1	1.0	0.9979531498749147	0.9979531498749147
NC_005564.1	AS0296_contig00045_len4673	0.7670405522001725	0.9412260967379078	0.7219585849870578
NC_005564.1	AS0305_contig00044_len4636	0.7670405522001725	0.9412260967379078	0.7219585849870578
NC_005564.1	AS0554_contig00071_len4508	1.0	0.9980035492457853	0.9980035492457853
NC_005564.1	AS0565_contig00044_len4636	0.7830025884383088	0.9418732782369146	0.7374892148403795
NC_005564.1	AS0567_contig00042_len4648	0.7882960413080895	0.9525109170305677	0.7508605851979346
NC_005564.1	AS1038_contig00048_len4613	0.4448298287448515	0.9507797270955166	0.4229351831779753
NC_005564.1	AS1309_contig00012_len4636	0.7909836065573771	0.9419143714207799	0.7450388265746334
NC_005564.1	AS1310_contig00044_len4636	0.790120793787748	0.9358449358449359	0.7394305435720449
NC_005564.1	AS1311_contig00045_len4636	0.7754529767040552	0.9413073713490959	0.7299396031061259
NC_005564.1	AS1351_contig00029_len4657_rep7a_4_repD	0.6117672321236848	0.8757458757458757	0.5357526304487867
NC_005564.1	CP028191.1	1.0	0.9979531498749147	0.9979531498749147
NC_005564.1	NC_005564.1	1.0	1.0	1.0
